4.229314000000000107e+01,-8.323976899999999546e+01
4.229325500000000204e+01,-8.323967700000000036e+01
4.229331200000000024e+01,-8.323963200000000029e+01
4.229343800000000186e+01,-8.323951700000000642e+01
4.229350699999999819e+01,-8.323946399999999812e+01
4.229366300000000223e+01,-8.323932600000000548e+01
4.229373900000000219e+01,-8.323926500000000317e+01
4.229381599999999963e+01,-8.323919700000000432e+01
4.229388800000000259e+01,-8.323914299999999855e+01
4.229403299999999888e+01,-8.323902099999999393e+01
4.229410200000000231e+01,-8.323896000000000583e+01
4.229420900000000216e+01,-8.323886899999999400e+01
4.229423500000000047e+01,-8.323884599999999523e+01
4.229424999999999812e+01,-8.323883800000000122e+01
4.229427299999999690e+01,-8.323881500000000244e+01
4.229435000000000144e+01,-8.323873100000000136e+01
4.229437599999999975e+01,-8.323867799999999306e+01
4.229437300000000022e+01,-8.323856399999999667e+01
4.229435000000000144e+01,-8.323851799999999912e+01
4.229430800000000090e+01,-8.323848700000000633e+01
4.229425799999999924e+01,-8.323848700000000633e+01
4.229415900000000050e+01,-8.323854799999999443e+01
4.229410200000000231e+01,-8.323860200000000020e+01
4.229397999999999769e+01,-8.323870800000000258e+01
4.229391100000000137e+01,-8.323876199999999415e+01
4.229383899999999841e+01,-8.323883100000000468e+01
4.229376599999999797e+01,-8.323889200000000699e+01
4.229368999999999801e+01,-8.323896000000000583e+01
4.229361300000000057e+01,-8.323902900000000216e+01
4.229353700000000060e+01,-8.323909000000000447e+01
4.229346499999999764e+01,-8.323915900000000079e+01
4.229339999999999833e+01,-8.323921199999999487e+01
4.229332699999999789e+01,-8.323927299999999718e+01
4.229319799999999674e+01,-8.323939500000000180e+01
4.229314000000000107e+01,-8.323944899999999336e+01
4.229305599999999998e+01,-8.323952500000000043e+01
4.229303000000000168e+01,-8.323955499999999574e+01
4.229301499999999692e+01,-8.323956300000000397e+01
4.229299199999999814e+01,-8.323957799999999452e+01
4.229295299999999713e+01,-8.323958600000000274e+01
4.229284700000000186e+01,-8.323949399999999343e+01
4.229279300000000319e+01,-8.323939500000000180e+01
4.229266400000000203e+01,-8.323911999999999978e+01
4.229258699999999749e+01,-8.323896000000000583e+01
4.229250700000000052e+01,-8.323879200000000367e+01
4.229243900000000167e+01,-8.323864000000000374e+01
4.229237700000000189e+01,-8.323851000000000511e+01
4.229229000000000127e+01,-8.323832699999999818e+01
4.229226299999999839e+01,-8.323826599999999587e+01
4.229223600000000260e+01,-8.323820499999999356e+01
4.229222500000000196e+01,-8.323818199999999479e+01
4.229219400000000206e+01,-8.323815199999999948e+01
4.229214900000000199e+01,-8.323812900000000070e+01
4.229204899999999867e+01,-8.323817400000000077e+01
4.229200699999999813e+01,-8.323820499999999356e+01
4.229191999999999751e+01,-8.323824299999999710e+01
4.229187799999999697e+01,-8.323821300000000178e+01
4.229180900000000065e+01,-8.323808300000000315e+01
4.229177500000000123e+01,-8.323800699999999608e+01
4.229174799999999834e+01,-8.323793799999999976e+01
4.229171800000000303e+01,-8.323786900000000344e+01
4.229166800000000137e+01,-8.323775500000000704e+01
4.229164899999999960e+01,-8.323771700000000351e+01
4.229162199999999672e+01,-8.323767100000000596e+01
4.229161100000000317e+01,-8.323766299999999774e+01
4.229159200000000141e+01,-8.323766299999999774e+01
4.229158000000000328e+01,-8.323766299999999774e+01
4.229157599999999917e+01,-8.323766299999999774e+01
4.229157599999999917e+01,-8.323766299999999774e+01
4.229157599999999917e+01,-8.323766299999999774e+01
4.229157599999999917e+01,-8.323766299999999774e+01
4.229157599999999917e+01,-8.323766299999999774e+01
4.229157599999999917e+01,-8.323766299999999774e+01
4.229157599999999917e+01,-8.323766299999999774e+01
